name_en,name_ar,short_description_en,short_description_ar,description_en,description_ar,total_quantity,sku,price,expiry_alarm_before,brand_id,active,free_shipping,allow_review,slug,vendor_id,image_url,final_price
Kingston DataTraveler SE9 32GB USB 2.0  - DTSE9H/32GB,كينغستون داتاترافيلير DTSE9H يو اس بي 32 جيجا ذاكرة فلاش - فضي,Kingston DataTraveler SE9 32GB USB 2.0  - DTSE9H/32GB,كينغستون داتاترافيلير DTSE9H يو اس بي 32 جيجا ذاكرة فلاش - فضي,Brand: kingston<br>Manufacturer Number: N/A<br>Package thickness: 14.4 centimeters<br>images Capacity: 32 GB<br>Package weight in KGs: 80 grams<br>Model Number: DTSE9H<br>UPC-A: 740617206395<br>Expirable: <br>Package height: 2.4 centimeters<br>Package Width: 10 centimeters<br>Serial Scan Required: <br>Item EAN: 2724312192670<br>,الرقم المصنعي: N/A<br>حزمة سمك: 14.4 centimeters<br>وزن الحزمة: 80 grams<br>UPC-A: 740617206395<br>العلامة التجارية: كنجستون<br>سعة التخزين: 32 جيجابايت<br>رقم الموديل: DTSE9H<br>معرف المنتج الخارجي: 111111<br>الرقم المميز للسلعة: 2724312192670<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6394020327,87,30,717,1,0,1,Kingston-DataTraveler-SE9-32GB-USB-2-0-DTSE9H-32GB,1,/images/25892/item_XXL_9149688_9722899.jpg,87
Kingston 32GB DataTraveler SWIVL USB 3.0 Flash Memory Stick Drive,فلاشة 32 جيجا كينج ستون SWIVL USB3,Kingston 32GB DataTraveler SWIVL USB 3.0 Flash Memory Stick Drive,فلاشة 32 جيجا كينج ستون SWIVL USB3,Brand: Kingston<br>Manufacturer Number: 2724667230232<br>Package thickness: 10.1 centimeters<br>images Capacity: 32 GB<br>Package weight in KGs: 24 grams<br>Model Number: DTSWIVL/32GB<br>Expirable: <br>Package height: 1.2 centimeters<br>Package Width: 11.4 centimeters<br>Serial Scan Required: <br>Item EAN: 2724667230232<br>,الرقم المصنعي: 2724667230232<br>حزمة سمك: 10.1 centimeters<br>وزن الحزمة: 24 grams<br>العلامة التجارية: كينغستون<br>سعة التخزين: 32 جيجابايت<br>رقم الموديل: DTSWIVL/32GB<br>الرقم المميز للسلعة: 2724667230232<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,3947856272,65.5,30,717,1,0,1,Kingston-32GB-DataTraveler-SWIVL-USB-3-0-Flash-Memory-Stick-Drive,1,/images/25894/item_XXL_38716572_150889358.jpg,65.5
Kingston DataTraveler SWIVL 64GB USB 3.1 Gen 1 Lightweight Flash Memory Drive DTSWIVL/64GB,فلاش ميموري خفيفة الوزن 64 جيجابايت يو اس بي 3.1 الجيل الاول داتا ترافلر من كينجستون DTSWIVL/64GB,Kingston DataTraveler SWIVL 64GB USB 3.1 Gen 1 Lightweight Flash Memory Drive DTSWIVL/64GB,فلاش ميموري خفيفة الوزن 64 جيجابايت يو اس بي 3.1 الجيل الاول داتا ترافلر من كينجستون DTSWIVL/64GB,Brand: Kingston<br>Package thickness: 10.1 centimeters<br>images Capacity: 64 GB<br>Depth: 101 millimeters<br>Package weight in KGs: 20 grams<br>Height: 12 millimeters<br>Width: 115 millimeters<br>Product weight: 62 grams<br>Shipping Weight: 49.9 gm<br>Model Number: DTSWIVL/64GB<br>UPC-A: 740617280524<br>Expirable: <br>External Product ID Type: UPC-A<br>Package height: 1.2 centimeters<br>Package Width: 11.4 centimeters<br>External Product ID: 740617280524<br>Serial Scan Required: <br>Item EAN: 2724647181813<br>,حزمة سمك: 10.1 centimeters<br>وزن الحزمة: 20 grams<br>UPC-A: 740617280524<br>العلامة التجارية: كينغستون<br>سعة التخزين: 64 جيجابايت<br>رقم الموديل: DTSWIVL/64GB<br>نوع معرف المنتج الخارجي: UPC-A<br>معرف المنتج الخارجي: 740617280524<br>الرقم المميز للسلعة: 2724647181813<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,2781031192,117.4,30,717,1,0,1,Kingston-DataTraveler-SWIVL-64GB-USB-3-1-Gen-1-Lightweight-Flash-Memory-Drive-DTSWIVL-64GB,1,/images/25896/item_XXL_36960292_144469770.jpg,117.4
"Kingston DTM7 Mini Data Traveler Flash Memory USB 3.0, 16 GB",فلاش ميموري صغير يو اس بي 3.0 من كينجستون DTM7، 16 جيجابايت,"Kingston DTM7 Mini Data Traveler Flash Memory USB 3.0, 16 GB",فلاش ميموري صغير يو اس بي 3.0 من كينجستون DTM7، 16 جيجابايت,Brand: Kingston<br>Package thickness: 10.2 centimeters<br>images Capacity: 16 GB<br>Package weight in KGs: 10 grams<br>Model Number: DTM7/16GB<br>UPC-A: 740617283402<br>Expirable: <br>External Product ID Type: UPC-A<br>Package height: 0.5 centimeters<br>Package Width: 21.3 centimeters<br>External Product ID: 740617283402<br>Serial Scan Required: <br>Item EAN: 2725119465059<br>,حزمة سمك: 10.2 centimeters<br>وزن الحزمة: 10 grams<br>UPC-A: 740617283402<br>العلامة التجارية: كينجستون<br>سعة التخزين: 16 جيجابايت<br>رقم الموديل: DTM7/16GB<br>نوع معرف المنتج الخارجي: UPC-A<br>معرف المنتج الخارجي: 740617283402<br>الرقم المميز للسلعة: 2725119465059<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,1545036899,99.99,30,717,1,0,1,Kingston-DTM7-Mini-Data-Traveler-Flash-Memory-USB-3-0-16-GB,1,/images/25903/item_XXL_83326083_48a52b88f6592.jpg,99.99
"Kingston DTSE9H Flash Memory - 16GB, Silver",كينجستون DTSE9H فلاش ميموري - 16 جيجابايت، فضي,"Kingston DTSE9H Flash Memory - 16GB, Silver",كينجستون DTSE9H فلاش ميموري - 16 جيجابايت، فضي,Brand: kingston<br>Color: Silver<br>Package thickness: 18.4 centimeters<br>images Capacity: 16 GB<br>Package weight in KGs: 180 grams<br>UPC-A: 740617198256<br>Expirable: <br>Package height: 11.8 centimeters<br>Package Width: 26 centimeters<br>Serial Scan Required: <br>Item EAN: 2724270831413<br>,حزمة سمك: 18.4 centimeters<br>وزن الحزمة: 180 grams<br>UPC-A: 740617198256<br>العلامة التجارية: كنجستون<br>اللون: فضي<br>سعة التخزين: 16 جيجابايت<br>الرقم المميز للسلعة: 2724270831413<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,2815226774,69.69,30,717,1,0,1,Kingston-DTSE9H-Flash-Memory-16GB-Silver,1,/images/25906/item_XXL_4871199_1506059.jpg,69.69
Kingston DTDUO USB 2.0 Flash Drive and USB OTG 32GB,فلاش ميموري يو اس بي DTDUO مع يو اس بي اون ذا جو –OTG- 32 جيجابايت من كينجستون,Kingston DTDUO USB 2.0 Flash Drive and USB OTG 32GB,فلاش ميموري يو اس بي DTDUO مع يو اس بي اون ذا جو –OTG- 32 جيجابايت من كينجستون,Brand: kingston<br>Package thickness: 15 centimeters<br>images Capacity: 32 GB<br>Package weight in KGs: 60 grams<br>Alternative EANs: 2724288141849<br>UPC-A: 000006605371<br>UPC-E: 6605371<br>Expirable: <br>Package height: 1.6 centimeters<br>Package Width: 10.2 centimeters<br>Serial Scan Required: <br>Item EAN: 2724290067625<br>,حزمة سمك: 15 centimeters<br>وزن الحزمة: 60 grams<br>بديل EANs: 2724288141849<br>UPC-A: 000006605371<br>UPC-E: 6605371<br>العلامة التجارية: كنجستون<br>سعة التخزين: 32 جيجابايت<br>الرقم المميز للسلعة: 2724290067625<br>,100,1888352656,169,30,717,1,0,1,Kingston-DTDUO-USB-2-0-Flash-Drive-and-USB-OTG-32GB,1,/images/25907/item_XXL_6976391_4795532.jpg,169
SanDisk ‫SDCZ50-016G-B35 Cruzer Blade 16GB Flash Drive White,فلاش درايف كروزر بلايد 16 جيجا من سانديسك SDCZ50-016G-B35 - أبيض,SanDisk ‫SDCZ50-016G-B35 Cruzer Blade 16GB Flash Drive White,فلاش درايف كروزر بلايد 16 جيجا من سانديسك SDCZ50-016G-B35 - أبيض,Brand: Sandisk<br>Package thickness: 18.2 centimeters<br>images Capacity: 16 GB<br>Package weight in KGs: 412 grams<br>UPC-A: 619659099237<br>Expirable: <br>Package height: 5.8 centimeters<br>Package Width: 8.8 centimeters<br>Serial Scan Required: <br>Item EAN: 2724297843727<br>,حزمة سمك: 18.2 centimeters<br>وزن الحزمة: 412 grams<br>UPC-A: 619659099237<br>العلامة التجارية: سانديسك<br>سعة التخزين: 16 جيجابايت<br>الرقم المميز للسلعة: 2724297843727<br>,100,1759378244,99,30,722,1,0,1,SanDisk-SDCZ50-016G-B35-Cruzer-Blade-16GB-Flash-Drive-White,1,/images/25908/item_XXL_7743599_6650025.jpg,99
SanDisk Ultra Flair ISB 3.0 Flash Drive 16GB - SDCZ73-016G-G46,سانديسك الترا فلير اي اس بي 3.0 ذاكرة فلاش 16 جيجا - SDCZ73-016G-G46,SanDisk Ultra Flair ISB 3.0 Flash Drive 16GB - SDCZ73-016G-G46,سانديسك الترا فلير اي اس بي 3.0 ذاكرة فلاش 16 جيجا - SDCZ73-016G-G46,Brand: Sandisk<br>Package thickness: 17.2 centimeters<br>images Capacity: 16 GB<br>Package weight in KGs: 400 grams<br>Model Number: SDCZ73-016G-G46<br>EAN-13: 6902048155602<br>UPC-A: 619659136680<br>Expirable: <br>Package height: 1.6 centimeters<br>Package Width: 7 centimeters<br>Serial Scan Required: <br>Item EAN: 2724317897228<br>,حزمة سمك: 17.2 centimeters<br>وزن الحزمة: 400 grams<br>EAN-13: 6902048155602<br>UPC-A: 619659136680<br>العلامة التجارية: سانديسك<br>سعة التخزين: 16 جيجابايت<br>رقم الموديل: SDCZ73-016G-G46<br>الرقم المميز للسلعة: 2724317897228<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6013901434,83,30,722,1,0,1,SanDisk-Ultra-Flair-ISB-3-0-Flash-Drive-16GB-SDCZ73-016G-G46,1,/images/25909/item_XXL_9715136_85839459.jpg,83
SANDISK Ultra USB 3.0 Flash Drive SDCZ48-016G-U46 - 16GB,فلاشه يو اس بي 3.0 من سانديسك 16 جيجا SDCZ48,SANDISK Ultra USB 3.0 Flash Drive SDCZ48-016G-U46 - 16GB,فلاشه يو اس بي 3.0 من سانديسك 16 جيجا SDCZ48,Brand: Sandisk<br>Package thickness: 7.7 centimeters<br>images Capacity: 16 GB<br>Package weight in KGs: 6 grams<br>Alternative EANs: 2724288270983<br>UPC-A: 619659102135<br>Expirable: <br>Package height: 0.8 centimeters<br>Package Width: 12.7 centimeters<br>Serial Scan Required: <br>Item EAN: 2724314671395<br>,حزمة سمك: 7.7 centimeters<br>وزن الحزمة: 6 grams<br>بديل EANs: 2724288270983<br>UPC-A: 619659102135<br>العلامة التجارية: سانديسك<br>سعة التخزين: 16 جيجابايت<br>الرقم المميز للسلعة: 2724314671395<br>,100,8631891629,74.5,30,722,1,0,1,SANDISK-Ultra-USB-3-0-Flash-Drive-SDCZ48-016G-U46-16GB,1,/images/25912/item_XXL_9395243_10357108.jpg,74.5
Sandisk 64 GB Cruzer Blade USB Flash Drive - SDCZ50-064G-B35,فلاش ميموري 64 جيجا كروز بلاد من سانديسك - SDCZ50-064G-B35,Sandisk 64 GB Cruzer Blade USB Flash Drive - SDCZ50-064G-B35,فلاش ميموري 64 جيجا كروز بلاد من سانديسك - SDCZ50-064G-B35,Brand: Sandisk<br>Color: Black<br>Package thickness: 13.8 centimeters<br>images Capacity: 64 GB<br>Package weight in KGs: 348 grams<br>Model Number: SDCZ50-064G-B35<br>EAN-13: 6935364092399<br>UPC-A: 619659097318<br>Expirable: <br>Package height: 6.2 centimeters<br>Package Width: 8.4 centimeters<br>Serial Scan Required: <br>Item EAN: 2724286016521<br>,حزمة سمك: 13.8 centimeters<br>وزن الحزمة: 348 grams<br>EAN-13: 6935364092399<br>UPC-A: 619659097318<br>العلامة التجارية: SanDisk<br>اللون: Black<br>سعة التخزين: 64 GB<br>رقم الموديل: SDCZ50-064G-B35<br>الرقم المميز للسلعة: 2724286016521<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,5014584456,159,30,722,1,0,1,Sandisk-64-GB-Cruzer-Blade-USB-Flash-Drive-SDCZ50-064G-B35,1,/images/25916/item_XXL_6575308_119296790.jpg,159
2B Converter from Micro HDMI male to HDMI female CV068,كابل محول من ميكرو اتش دي ام اى ذكر الى اتش دي ام اى نتاية من توبي,2B Converter from Micro HDMI male to HDMI female CV068,كابل محول من ميكرو اتش دي ام اى ذكر الى اتش دي ام اى نتاية من توبي,Brand: 2B<br>Type: Cables<br>Wireless LAN: <br>Compatible with: Multi<br>Item EAN: 2724605525895<br>,الشبكة المحلية اللاسلكية: <br>العلامة التجارية: 2 بي<br>النوع: كوابل<br>متوافق مع: متعدد<br>الرقم المميز للسلعة: 2724605525895<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,5774760696,77,30,280,1,0,1,2B-Converter-from-Micro-HDMI-male-to-HDMI-female-CV068,1,/images/25921/item_XXL_33442819_130841129.jpg,77
2B CR003 USB 2.0 All in One Card Reader - White,قارئة بطاقة الجميع في واحد يو اس بي 2.0 من تو بي - ابيض CR003,2B CR003 USB 2.0 All in One Card Reader - White,قارئة بطاقة الجميع في واحد يو اس بي 2.0 من تو بي - ابيض CR003,Brand: 2B<br>Package thickness: 9.9 centimeters<br>Package weight in KGs: 50 grams<br>Form Factor: Internal<br>EAN-13: 4892220960037<br>Expirable: <br>Package height: 4.7 centimeters<br>Package Width: 8.4 centimeters<br>Serial Scan Required: <br>Item EAN: 2724313780722<br>,حزمة سمك: 9.9 centimeters<br>وزن الحزمة: 50 grams<br>EAN-13: 4892220960037<br>العلامة التجارية: تو بي<br>عامل الشكل: داخلي<br>الرقم المميز للسلعة: 2724313780722<br>,100,4367070145,59,30,280,1,0,1,2B-CR003-USB-2-0-All-in-One-Reader-White,1,/images/25923/item_XXL_9306960_10099170.jpg,59
2B (SP335) Fabric Bluetooth Speaker Rounded Style - Silver/Gray,توبي ‫(SP335) - مكبر صوت مستدير  لاسلكي بلوتوث - فضي/رمادي,2B (SP335) Fabric Bluetooth Speaker Rounded Style - Silver/Gray,توبي ‫(SP335) - مكبر صوت مستدير  لاسلكي بلوتوث - فضي/رمادي,Brand: 2B<br>Package thickness: 17.2 centimeters<br>Package weight in KGs: 342 grams<br>Number of Pieces: 1<br>Speaker Type: Bluetooth Speakers<br>Compatible with: All<br>Model Number: NULL<br>Shape: Round<br>EAN-13: 4892225103354<br>Nominal Output: 5 - 10 Watt<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 5 centimeters<br>Package Width: 14.8 centimeters<br>External Product ID: 4892225103354<br>Serial Scan Required: <br>Item EAN: 2725033163901<br>Port Type: Wireless<br>Connectivity Technology: Wireless<br>Color: Multi Color<br>Product weight: 190 g<br>,حزمة سمك: 17.2 centimeters<br>وزن الحزمة: 342 grams<br>EAN-13: 4892225103354<br>العلامة التجارية: 2B<br>عدد القطع: 1<br>نوع السماعات: سماعات بلوتوث<br>متوافق مع: كافة الاجهزة<br>رقم الموديل: NULL<br>الشكل: دائري<br>القدرة الإنتاجية: 5 - 10 واط<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 4892225103354<br>الرقم المميز للسلعة: 2725033163901<br>نوع المدخل: لاسلكي<br>طرق الاتصال: لاسلكي<br>اللون: متعدد الالوان<br>وزن المنتج: 190 غم<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6282948033,240.5,30,280,1,0,1,2B-SP335-Fabric-Bluetooth-Speaker-Rounded-Style-Silver-Gray,1,/images/25924/item_XXL_74710008_08df020e1154f.jpg,240.5
2B Convertor from VGA To HDMI,مقسم في جي ايه للتحويل الى اتش دي ام اي,2B Convertor from VGA To HDMI,مقسم في جي ايه للتحويل الى اتش دي ام اي,Brand: Other<br>Manufacturer Number: 2724564804888.0<br>Package thickness: 15.8 centimeters<br>Package weight in KGs: 60 grams<br>Type: VGA Splitter<br>Wireless LAN: <br>Compatible with: TV's<br>Expirable: <br>Package height: 1.8 centimeters<br>Package Width: 10.6 centimeters<br>Serial Scan Required: <br>Item EAN: 2724564804888<br>,الرقم المصنعي: 2724564804888.0<br>حزمة سمك: 15.8 centimeters<br>وزن الحزمة: 60 grams<br>الشبكة المحلية اللاسلكية: <br>العلامة التجارية: اخرى<br>النوع: مقسم في جي ايه<br>متوافق مع: اجهزة التلفاز<br>الرقم المميز للسلعة: 2724564804888<br>,100,7318810140,96.5,30,9,1,0,1,2B-Convertor-from-VGA-To-HDMI,1,/images/25925/item_XXL_30044988_92298934.jpg,96.5
Projector Ecer-x-128h,بروجيكتور إيسر X-128-H,Projector Ecer-x-128h,بروجيكتور إيسر X-128-H,Brand: Acer<br>Type: DLP<br>Model Number: X-128-H<br>VGA input: <br>External Product ID Type: EAN-13<br>External Product ID: 4713883467179<br>Item EAN: 2724730386088<br>Display Resolution: 1024x768<br>Number of HDMI Ports: 4713883467179<br>,العلامة التجارية: ايسر<br>نوع: دي ال بي<br>رقم الموديل: X-128-H<br>مدخل في جي إيه: <br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 4713883467179<br>الرقم المميز للسلعة: 2724730386088<br>دقة العرض: 1024x768<br>عدد مداخل اتش دي ام اي: 4713883467179<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,3386810702,5599,30,348,1,0,1,Projector-Ecer-x-128h,1,/images/25927/item_XXL_44686304_7dccd2b1c07d1.jpg,5599
D-Link DES-1016D 16 Port 10/100Mbps Ethernet Switch,دي لينك، محول ايثرنت مع 16 منفذ 10/100 ميغابت بالثانية - DES-1016D,D-Link DES-1016D 16 Port 10/100Mbps Ethernet Switch,دي لينك، محول ايثرنت مع 16 منفذ 10/100 ميغابت بالثانية - DES-1016D,Brand: D-Link<br>Wireless LAN: <br>Type: Ethernet<br>Item EAN: 2724266898086<br>,الشبكة المحلية اللاسلكية: <br>العلامة التجارية: دي-لينك<br>نوع: ايثرنت<br>الرقم المميز للسلعة: 2724266898086<br>,100,8931889280,575,30,729,1,0,1,D-Link-DES-1016D-16-Port-10-100Mbps-Ethernet-Switch,1,/images/25928/item_XL_4216153_995646.jpg,575
D-Link 16-Port Gigabit Switch DGS-1016D,دي لينك، محول مع 16 منفذ جيجابت - DGS-1016D,D-Link 16-Port Gigabit Switch DGS-1016D,دي لينك، محول مع 16 منفذ جيجابت - DGS-1016D,Brand: D-Link<br>Package thickness: 13 centimeters<br>Package weight in KGs: 3850 grams<br>Wireless LAN: <br>Type: Ethernet<br>Package height: 4.3 centimeters<br>Package Width: 7.2 centimeters<br>Item EAN: 2724278056269<br>,حزمة سمك: 13 centimeters<br>وزن الحزمة: 3850 grams<br>الشبكة المحلية اللاسلكية: <br>العلامة التجارية: دي-لينك<br>نوع: ايثرنت<br>الرقم المميز للسلعة: 2724278056269<br>,100,1413422997,1180,30,729,1,0,1,D-Link-16-Port-Gigabit-Switch-DGS-1016D,1,/images/25929/item_XXL_5578167_2603290.jpg,1180
D-Link DGS-1024D 24-port Gigabit Switch,دي لينك، محول مع 24 منفذ جيجابت - DGS-1024D,D-Link DGS-1024D 24-port Gigabit Switch,دي لينك، محول مع 24 منفذ جيجابت - DGS-1024D,Brand: D-Link<br>Package thickness: 39.2 centimeters<br>Package weight in KGs: 2360 grams<br>Wireless LAN: <br>Type: Fast Ethernet<br>EAN-13: 3600531411107<br>UPC-A: 790069277245<br>Expirable: <br>Package height: 10.4 centimeters<br>Package Width: 26.4 centimeters<br>Package Length: 3760 millimeters<br>Serial Scan Required: <br>Item EAN: 2724266898239<br>,حزمة سمك: 39.2 centimeters<br>وزن الحزمة: 2360 grams<br>الشبكة المحلية اللاسلكية: <br>EAN-13: 3600531411107<br>UPC-A: 790069277245<br>العلامة التجارية: دي-لينك<br>نوع: ايثرنت سريع<br>الرقم المميز للسلعة: 2724266898239<br>,100,6474036564,1560,30,729,1,0,1,D-Link-DGS-1024D-24-port-Gigabit-Switch,1,/images/25930/item_XL_4216168_995660.jpg,1560
Bluetooth Speakers - TG-123,مكبرات صوت بلوتوث محمولة  تي جي TG-123,Bluetooth Speakers - TG-123,مكبرات صوت بلوتوث محمولة  تي جي TG-123,Brand: tg<br>Package thickness: 21.6 centimeters<br>Package weight in KGs: 860 grams<br>Number of Pieces: 1<br>Speaker Type: Outdoor Speakers<br>Compatible with: Smartphones<br>Model Number: TG-123<br>Microphone Included: <br>Shape: Rectangle<br>Noise Cancelling: <br>Nominal Output: 10 - 20 Watt<br>Expirable: <br>Package height: 7.2 centimeters<br>Package Width: 14.2 centimeters<br>Serial Scan Required: <br>Item EAN: 2724630280554<br>Port Type: Multi<br>Connectivity Technology: Wired/Wireless<br>Color: Black<br>Product weight: 200g<br>,حزمة سمك: 21.6 centimeters<br>وزن الحزمة: 860 grams<br>العلامة التجارية: تي جي<br>عدد القطع: 1<br>نوع السماعات: سماعات خارجية<br>متوافق مع: الهواتف الذكية<br>رقم الموديل: TG-123<br>يتضمن ميكروفون: <br>الشكل: مستطيل<br>عازل للضجيج: <br>القدرة الإنتاجية: 10 - 20 واط<br>الرقم المميز للسلعة: 2724630280554<br>نوع المدخل: متعدد<br>طرق الاتصال: سلكي/لاسلكي<br>اللون: اسود<br>وزن المنتج: 200g<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,5875808674,299,30,730,1,0,1,Bluetooth-Speakers-TG-123,1,/images/25931/item_XXL_35773360_139209493.jpg,299
"Portable Charge 2 Plus Bluetooth Speaker, Black",سماعة بلوتوث تشارج بلاس 2 محمولة، اسود,"Portable Charge 2 Plus Bluetooth Speaker, Black",سماعة بلوتوث تشارج بلاس 2 محمولة، اسود,Brand: Other<br>Package thickness: 19.8 centimeters<br>Wattage per Speaker Channel (RMS): 10 واط<br>Package weight in KGs: 528 grams<br>Speaker Type: Bluetooth Speakers<br>Compatible with: Multi<br>Microphone Included: <br>Noise Cancelling: <br>Expirable: <br>Package height: 8.6 centimeters<br>Package Width: 8.8 centimeters<br>Serial Scan Required: <br>Item EAN: 2724337342784<br>Port Type: Wireless<br>Connectivity Technology: Wireless<br>Color: Black<br>,حزمة سمك: 19.8 centimeters<br>القوة الكهربائية في مسار السماعة(ار ام اس): 10 واط<br>وزن الحزمة: 528 grams<br>العلامة التجارية: اخرى<br>نوع السماعات: سماعات بلوتوث<br>متوافق مع: متعدد<br>يتضمن ميكروفون: <br>عازل للضجيج: <br>الرقم المميز للسلعة: 2724337342784<br>نوع المدخل: لاسلكي<br>طرق الاتصال: لاسلكي<br>اللون: اسود<br>,100,2427298932,250,30,9,1,0,1,Portable-Charge-2-Plus-Bluetooth-Speaker-Black,1,/images/25932/item_XXL_11570607_16482301.jpg,250
"JBL Charge 4 Portable Waterproof Bluetooth Speaker - Black, JBLCHARGE4BLK",سماعات تشارج 4 بلوتوث مقاومة للماء من جيه بي ال، اسود - JBLCHARGE4BLK,"JBL Charge 4 Portable Waterproof Bluetooth Speaker - Black, JBLCHARGE4BLK",سماعات تشارج 4 بلوتوث مقاومة للماء من جيه بي ال، اسود - JBLCHARGE4BLK,Brand: JBL<br>Package thickness: 15 centimeters<br>Battery Charging Time: 5.5hrs<br>Signal-to-noise ratio (SNR): 80 decibels<br>Battery Capacity in mAh: 7500mAh<br>Frequency response: 60Hz–20kHz<br>Package weight in KGs: 1428 grams<br>Number of Pieces: 4<br>Speaker Type: Bluetooth Speakers<br>Compatible with: All<br>Model Number: 6925281939990<br>Shape: Spherical<br>EAN-13: 6925281939990<br>UPC-A: 050036347662<br>Nominal Output: 30 watts<br>Expirable: <br>External Product ID Type: EAN-13<br>Package height: 11 centimeters<br>Package Width: 25 centimeters<br>External Product ID: 6925281939990<br>Serial Scan Required: <br>Item EAN: 2724708144184<br>Port Type: USB<br>Bluetooth: <br>Connectivity Technology: Wired/Wireless<br>Color: Black<br>Product weight: 2 kg<br>,حزمة سمك: 15 centimeters<br>مدة شحن البطارية: 5.5hrs<br>إشارة إلى نسبة الضوضاء (دائرة الاستخبارات الوطنية): 80 decibels<br>قدرة البطارية بـ(mAh): 7500mAh<br>استجابة التردد: 60Hz–20kHz<br>وزن الحزمة: 1428 grams<br>EAN-13: 6925281939990<br>UPC-A: 050036347662<br>العلامة التجارية: جيه بي ال<br>عدد القطع: 4<br>نوع السماعات: سماعات بلوتوث<br>متوافق مع: كافة الاجهزة<br>رقم الموديل: 6925281939990<br>الشكل: كروي<br>القدرة الإنتاجية: 20 - 30 واط<br>نوع معرف المنتج الخارجي: EAN-13<br>معرف المنتج الخارجي: 6925281939990<br>الرقم المميز للسلعة: 2724708144184<br>نوع المدخل: يو اس بي<br>بلوتوث: <br>طرق الاتصال: سلكي/لاسلكي<br>اللون: اسود<br>وزن المنتج: 2 كغ<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,3757489506,3399,30,728,1,0,1,JBL-Charge-4-Portable-Waterproof-Bluetooth-Speaker-Black-JBLCHARGE4BLK,1,/images/25936/item_XXL_42641520_c8b2f8ae4537f.jpg,3399
JBL Clip 3 Portable Waterproof Wireless Bluetooth Speaker - Black,JBL Clip 3 Portable Waterproof Wireless Bluetooth Speaker - Black,JBL Clip 3 Portable Waterproof Wireless Bluetooth Speaker - Black,JBL Clip 3 Portable Waterproof Wireless Bluetooth Speaker - Black,Brand: JBL<br>Manufacturer Number: JBLCLIP3<br>Package thickness: 10.4 centimeters<br>Package weight in KGs: 86 grams<br>Number of Pieces: 1<br>Speaker Type: Bluetooth Speakers<br>Type: Bluetooth Speakers<br>Compatible with: All<br>Model Number: JBLCLIP3<br>Microphone Included: <br>Shape: Round<br>EAN-13: 4968929027866<br>UPC-A: 050036344326<br>Noise Cancelling: <br>Nominal Output: Less than 5 Watt<br>Expirable: <br>Package height: 0.4 centimeters<br>Package Width: 14.8 centimeters<br>External Product ID: 4968929027866<br>Serial Scan Required: <br>Item EAN: 2724645636131<br>Port Type: Audio Jack & USB<br>Connectivity Technology: Wireless<br>Color: Black<br>Product weight: 0.3 kilograms<br>,الرقم المصنعي: JBLCLIP3<br>حزمة سمك: 10.4 centimeters<br>وزن الحزمة: 86 grams<br>EAN-13: 4968929027866<br>UPC-A: 050036344326<br>العلامة التجارية: جيه بي ال<br>عدد القطع: 1<br>نوع السماعات: سماعات بلوتوث<br>متوافق مع: كافة الاجهزة<br>رقم الموديل: JBLCLIP3<br>يتضمن ميكروفون: <br>الشكل: دائري<br>عازل للضجيج: <br>القدرة الإنتاجية: اقل من 5 واط<br>الرقم المميز للسلعة: 2724645636131<br>نوع المدخل: يو اس بي و مقبس صوت<br>طرق الاتصال: لاسلكي<br>اللون: اسود<br>وزن المنتج: 0.300<br>هل يتطلب هذا المنتج بطارية او يحتوي بطارية: <br>,100,6575678438,1169,30,728,1,0,1,JBL-Clip-3-Portable-Waterproof-Wireless-Bluetooth-Speaker-Black,1,/images/25940/item_XXL_36842174_144197254.jpg,1169
